,Unnamed: 0,id,nimi,kategooria,hind,vana_hind,soodus
5329,6699,813001,broilerikintsud rimi kg,SH-8-9-25,3.32,,"
"
5330,6712,100006,taco kaste mahe santa maria 0.23kg,SH-13-11-68,3.35,,"
"
5331,6707,128009,hartšoo põltsamaa 0.53kg,SH-13-10-58,3.35,,"
"
5332,6711,1006055,küpsiserullid martsipanikattega gille 0.18kg,SH-9-3-1,3.35,,"
"
5333,6710,804589,koerasööt linnuliha nutribalance 1.24kg,SH-7-2-4,3.35,,"
"
5334,6709,804590,koerasööt veisel nutribalance 1.24kg,SH-7-2-4,3.35,,"
"
5335,6706,163817,küpsetusšokolaad tume 70% kalev 0.2kg,SH-13-13-82,3.35,,"
"
5336,6708,172250,närimiskumm spearmint orbit suhkruvaba 0.084kg,SH-9-3-5,3.35,,"
"
5337,6704,1002210,hernesupp rikkalik topz! põltsamaa 0.38kg,SH-13-10-58,3.35,,"
"
5338,6703,163818,küpsetusšokolaad valge kalev 0.2kg,SH-13-13-82,3.35,,"
"
5339,6702,163819,küpsetusšokolaad piima kalev 0.2kg,SH-13-13-82,3.35,,"
"
5340,6701,172254,närimiskumm sweetmint orbit suhkruvaba 0.084kg,SH-9-3-5,3.35,,"
"
5341,6700,981886,mahe kaerahelbed koksvere 0.8kg,SH-19-4,3.35,,"
"
5342,6705,100008,kaste terav taco santa maria 0.23kg,SH-13-11-68,3.35,,"
"
5343,6815,7150573,püree kabrita ban.-õun-kitsep 8+k 0.1kg,SH-5-6-23,3.39,,"
"
5344,6816,7150572,püree kabrita metsm.-õun-kitsep.6+k 0.1kg,SH-5-6-23,3.39,,"
"
5345,6817,7260736,puu-ja terav.püree kitsep kabrita 6.k 0.1kg,SH-5-6-23,3.39,,"
"
5346,6818,7260743,puu-ja terav.püree kitsepiim kabrita 9k 0.1kg,SH-5-6-23,3.39,,"
"
5347,6819,1006762,takokorvikesed mini tubs santa maria 0.086kg,SH-13-11-65,3.39,,"
"
5348,6821,981631,triibuliha soola-pipraga ehe rannarootsi 0.25kg,SH-8-14-20,3.39,,"
"
5349,6814,7150555,püree kabrita õuna-mango-kitsep.6+k 0.1kg,SH-5-6-23,3.39,,"
"
5350,6822,1004653,kikerherne pasta penne it's us 0.2kg,SH-13-14-21,3.39,,"
"
5351,6823,155946,mahe metsamesi loodusvägi 0.15kg,SH-19-5,3.39,,"
"
5352,6824,967601,marineeritud punane sibul berrymush 0.5kg,SH-19-5,3.39,,"
"
5353,6825,929158,kooritud  kanepiseemned tarmere 0.1kg,SH-19-4,3.39,,"
"
5354,6820,177631,majakaste salatile hesburger 0.375l,SH-13-6-29,3.39,,"
"
5355,6813,1364453,õunasiider bellissimo 5.5% 0.75l,SH-1-8,3.39,,"
"
5356,6810,1006216,šok.pallid lindt lindor pillar assortii 0.075kg,SH-9-9-20,3.39,,"
"
5357,6811,1372227,õlu rabarada 6.5% 0.375l pudel,SH-1-6,3.39,,"
"
5358,6809,1009951,šok.kommid vana tallinn lik.täidis kalev 0.122kg,SH-9-6-7,3.39,,"
"
5359,6807,183841,piparkoogipallid piimašokolaadis kalev 0.15kg,SH-9-3-1,3.39,,"
"
5360,6804,1367581,perry bellissimo 5.5% 0.75l,SH-1-8,3.39,,"
"
5361,6803,964578,grillburger 0.2kg,SH-16-9,3.39,,"
"
5362,6801,973054,salaami milano beretta 0.1kg,SH-8-23,3.39,,"
"
5363,6799,1002934,mesi kreemjas sireli 0.25kg,SH-13-10-53,3.39,,"
"
5364,6797,152994,kanapuljong natur compagnie öko 0.088kg,SH-13-8-43,3.39,,"
"
5365,6796,7259202,koerte mänguasi akinu kont kummist 14cm,SH-7-3-8,3.39,,"
"
5366,6795,1007303,kaerahelbepuder digestion nesvita 0.21kg,SH-13-2-11,3.39,,"
"
5367,6794,1007298,kaerahelbepuder immunity nesvita 0.21kg,SH-13-2-11,3.39,,"
"
5368,6793,7114813,lutt nuk first choice+ n2 lateksist 6-18k,SH-5-3,3.39,,"
"
5369,6812,160640,mangopüree bonne 100% 0.5kg,SH-13-10-59,3.39,,"
"
5370,6826,902374,õietolm sangaste 0.1kg,SH-19-5,3.39,,"
"
5371,6829,940051,kinoa kanalihasalat 0.25kg,SH-16-6,3.39,,"
"
5372,6828,196790,vaarikamoos meie mari 0.35kg,SH-13-10-54,3.39,,"
"
5373,6790,929268,lihaveise täissuitsuv rannarootsi 0.24kg,SH-8-13,3.39,,"
"
5374,6871,1005807,kartulikrõpsud sibula&hapukoor estrella 0.3kg,SH-9-8-15,3.39,,"
"
5375,6870,940577,kreembrülee rians 0kg,SH-11-2-2,3.39,,"
"
5376,6868,1005797,kartulikrõpsud grill-liha mait estrella 0.3kg,SH-9-8-15,3.39,,"
"
5377,6867,195743,proteiinisheik šokolaadi barebells 0.33l,SH-13-16,3.39,,"
"
5378,6866,1005527,vahukommid suhkruvabad sweet switch 0.07kg,SH-13-1-1,3.39,,"
"
5379,6865,195732,proteiinisheik maasika barebells 0.33l,SH-13-16,3.39,,"
"
5380,6864,1361060,õlu wychwood brewery hobgoblin 0.5l,SH-1-6,3.39,,"
"
5381,6863,994973,mooni-suhkrukringlid gourmet club 0.2kg,SH-9-5-5,3.39,,"
"
5382,6862,7245953,maius pedigree ranchos koertele veis 0.07kg,SH-7-2-5,3.39,,"
"
5383,6861,153452,vahvlid kakaotäidisega gluteeniv schär 0.125kg,SH-13-1-3,3.39,,"
"
5384,6860,1004922,t-šok ampsud kirsi-tšilli ja küp kalev 0.15kg,SH-9-6-8,3.39,,"
"
5385,6859,1372240,õlu ketser tanker 7% 0.375l pudel,SH-1-6,3.39,,"
"
5386,6858,7245960,maius pedigree ranchos koertele kana 0.07kg,SH-7-2-5,3.39,,"
"
5387,6857,188806,mangokonserv st mamet 0.425kg,SH-13-10-60,3.39,,"
"
5388,6856,994338,küpsisetaigen juustuga pagarini 0.4kg,SH-6-1-8,3.39,,"
"
5389,6855,994328,küpsisetaigen karamel.tükkidega pagarini 0.4kg,SH-6-1-8,3.39,,"
"
5390,6854,1368579,õlu pihtla viikingi karje 10.5% 0.33l purk,SH-1-6,3.39,,"
"
5391,6853,1371276,toonik fever tree ginger ale 0.5l pudel,SH-3-11,3.39,,"
"
5392,6850,1365595,toonik fever tree aromatic tonicwat 0.5l pdl,SH-3-11,3.39,,"
"
5393,6846,7032647,gt.vein tarapaca sauvignon blanc 0.1875l,SH-1-11-6,3.39,,"
"
5394,6845,7032646,gt.vein tarapaca cab.sauv 0.1875l,SH-1-11-3,3.39,,"
"
5395,6843,924304,apelsinimahl selection by rimi 0.5l,SH-12-8-36,3.39,,"
"
5396,6842,919750,kodune hakkliha m&m 0.5kg,SH-8-2-5,3.39,3.49,"regular
"
5397,6838,1002548,kummikommid jõulud haribo 0.25kg,SH-9-3-1,3.39,,"
"
5398,6837,802979,kassiliiv purrrfect moler mittepaakuv 5l,SH-7-3-7,3.39,,"
"
5399,6830,805774,seljanka rimi 0.48kg,SH-13-10-58,3.39,,"
"
5400,6827,805563,pähklite segu rimi 0.15kg,SH-9-4-13,3.39,,"
"
5401,6789,901962,sinihallitusjuust bavaria würzige 0.175kg,SH-11-3-12,3.39,,"
"
5402,6731,168582,roosa sool 0.4kg,SH-13-12-77,3.39,,"
"
5403,6786,7221516,niisked salvrätikud pampers fresh 80tk,SH-5-1-2,3.39,,"
"
5404,6743,1009702,piimašokolaad purus.metspähklitega kalev 0.2kg,SH-9-9-20,3.39,,"
"
5405,6742,1009704,piimašokolaad terv.metspähklitega kalev 0.2kg,SH-9-9-20,3.39,,"
"
5406,6741,1009705,tume šokolaad kirsi kalev 0.2kg,SH-9-9-22,3.39,,"
"
5407,6740,1009706,tume šokolaad tervete mandlitega kalev 0.2kg,SH-9-9-22,3.39,,"
"
5408,6737,7099203,piimasegu aptamil 2 alates 6k 0l,SH-5-6-25,3.39,,"
"
5409,6736,811168,mustsõstrad rimi sügavkülmutatud 0.4kg,SH-4-3-15,3.39,,"
"
5410,6735,162579,siirup šokolaadi biskviidi monin 0.25l,SH-3-8-4,3.39,4.99,"loyalty
"
5411,6734,779194,täispiimašokolaad kalev nurr 0.2kg,SH-9-9-20,3.39,,"
"
5412,6733,198412,tume šokolaad sarapuupähklitega fazer 0.2kg,SH-9-9-22,3.39,,"
"
5413,6732,169216,mustikad tumedas šokolaadis maiasmokk 0.1kg,SH-9-3-4,3.39,,"
"
5414,6730,100694,piimašokolaad terv.pähklitega karl fazer 0.2kg,SH-9-9-20,3.39,,"
"
5415,6729,7103496,piimasegu aptamil 1 al.sünnist 0l,SH-5-6-25,3.39,,"
"
5416,6744,1009703,piimašokolaad kalev 0.2kg,SH-9-9-20,3.39,,"
"
5417,6728,124387,hommikusöök nisu meega oho 0.5kg,SH-13-3-15,3.39,,"
"
5418,6726,809106,virsikud poolitatud lahjas siirupis rimi 0.82kg,SH-13-10-60,3.39,,"
"
5419,6725,275830,pereviiner rakvere 0.9kg,SH-8-22,3.39,,"
"
5420,6724,168703,küpsetusõli olivia 1l,SH-13-19-111,3.39,,"
"
5421,6723,206686,sini-valge hallitusjuust bavaria 0.15kg,SH-11-3-12,3.39,,"
"
5422,6722,801372,piima-kakaojäätis šokolaadisiirupis 0.5kg,SH-4-1-8,3.39,,"
"
5423,6721,811290,paella rimi planet 0.5kg,SH-4-5-20,3.39,,"
"
5424,6719,194213,taignasegu tempura praadimiseks aji 0.2kg,SH-13-11-72,3.39,,"
"
5425,6718,804013,kaste tikka masala rimi planet 0.48kg,SH-13-11-69,3.39,,"
"
5426,6717,804837,suitsutatud meresool selection by rimi 0.1kg,SH-13-12-77,3.39,,"
"
5427,6715,802339,jäätis panna cotta rimi 1l 0.5kg,SH-4-1-8,3.39,,"
"
5428,6787,7221514,niisked salvrätikud pampers sens.80tk,SH-5-1-2,3.39,,"
"
5429,6713,946393,smuutisegu suvine nice'n easy külm 0.375kg,SH-4-3-15,3.39,,"
"
5430,6727,133274,hapukapsaborš sealihaga põltsamaa 0.53kg,SH-13-10-58,3.39,,"
"
5431,6745,7271082,koeramaius pardilihaga primadog 0.05kg,SH-7-2-5,3.39,,"
"
5432,6714,802342,jäätis cappuccino rimi 1l 0.5kg,SH-4-1-8,3.39,,"
"
5433,6747,993073,keeduvorst juustuga suitsutatud saaremaa 0.5kg,SH-8-4,3.39,4.39,"regular
"
5434,6783,270439,juust royal gouda black valio 0.2kg,SH-11-3-19,3.39,,"
"
5435,6782,219114,kook käharpea elt 0.28kg,SH-6-1-2,3.39,,"
"
5436,6781,811650,ananassiviilud siirupis rimi 0.825kg 0.49kg,SH-13-10-60,3.39,,"
"
5437,6779,812417,kanamunad rimi m 15tk,SH-11-7-29,3.39,,"
"
5438,6778,199741,pralineekommid cherry twist pergale 0.155kg,SH-9-6-7,3.39,,"
"
5439,6777,175487,sool.maa- ja india pähkl meega estrella 0.14kg,SH-9-4-14,3.39,,"
"
5440,6776,812529,amarandi jahu rimi 0.5kg,SH-13-4-20,3.39,,"
"
5441,6775,1007306,kaerahelbepuder healthy skin nesvita 0.21kg,SH-13-2-11,3.39,,"
"
5442,6773,7268690,mänguasi mõõk pehme gerardo's toys,SH-5-5-17,3.39,,"
"
5443,6772,1007990,rohelise jalapeno kaste santa maria 0.3kg,SH-13-11-68,3.39,,"
"
5444,6770,1008875,närimiskumm peppermint orbit suhkruvaba 0.067kg,SH-9-3-5,3.39,,"
"
5445,6769,993326,juustuvorst e-vaba ehe rannarootsi 0.35kg,SH-8-4,3.39,,"
"
5446,6768,1010181,piimašokolaad õhitud riisi & maasikatega 0.111kg,SH-9-9-20,3.39,,"
"
5447,6767,1010182,piimašokolaad banaantäid tof maasik 0.143kg,SH-9-9-20,3.39,,"
"
5448,6766,1010191,"piimašokolaad piimat.,toffee metsp-tük 0.145kg",SH-9-9-20,3.39,,"
"
5449,6746,1009707,valge šokolaad mustika&riisiga kalev 0.2kg,SH-9-9-23,3.39,,"
"
5450,6765,1010551,tšillimajonees santa maria 0.28l,SH-13-11-68,3.39,,"
"
5451,6763,1006218,piimašokolaadipallid lindt lindor pillar 0.075kg,SH-9-9-20,3.39,,"
"
5452,6762,1010148,mustikased pallid valges šokolaad kalev 0.12kg,SH-9-3-1,3.39,,"
"
5453,6759,7267294,mänguasi võlukepp gerardo's toy's,SH-5-5-6,3.39,,"
"
5454,6758,7268669,mänguasi võlukepp krooniga gerardo's toys,SH-5-5-6,3.39,,"
"
5455,6753,986531,sulatatud lõikejuust e-piim 0.33kg,SH-11-3-15,3.39,,"
"
5456,6752,986532,sulatatud lõikejuust riisik e-piim 0.33kg,SH-11-3-15,3.39,,"
"
5457,6751,813702,pelmeenid sea- ja veiseliha rimi 0.4kg,SH-4-7-26,3.39,,"
"
5458,6750,154835,tee puuvilja kibuvits&hibisk  ahmad 0kg,SH-13-17,3.39,,"
"
5459,6749,814057,mahe maisihelbed i love eco 0.5kg,SH-13-3-15,3.39,,"
"
5460,6748,1008509,küpsised originaal domino vegan 0.35kg,SH-9-5-5,3.39,,"
"
5461,6784,811649,ananassitükid siirupis rimi 0.825kg 0.49kg,SH-13-10-60,3.39,,"
"
5462,6873,1003678,kaeraküpsised krõbedad marmiton kg,SH-9-5-5,3.4,,"
"
5463,6872,185412,vahvlitorud täidisega pralinee kg,SH-9-10,3.4,,"
"
5464,6876,973934,seakõrvasnäkid nõo kg,SH-8-11-20,3.44,,"
"
5465,6877,966612,toorjuust jalopeno philadelphia 0.175kg,SH-11-3-15,3.45,,"
"
5466,6878,812718,vaarikad ja mustikad rimi külmut.400g,SH-4-3-15,3.45,4.59,"loyalty
"
5467,6880,970126,mahe rukkilinnasejahu loona talu 1kg,SH-19-4,3.45,,"
"
5468,6881,926352,täidetud munad 0.22kg,SH-16-11,3.45,,"
"
5469,6882,174571,tomatiketšup felix 0.5kg,SH-13-6-32,3.45,,"
"
5470,6883,121238,majonees kerge felix 0.88kg,SH-11-6-27,3.45,,"
"
5471,7002,1002821,puuviljatee skinni vanilli cupper öko 0.04kg,SH-13-17-96,3.49,,"
"
5472,7003,1005974,piimašok vahvli&sidruni pergale holiday 0.22kg,SH-9-3-1,3.49,,"
"
5473,7004,1005975,tume šok vaarika&meega pergale holiday 0.22kg,SH-9-3-1,3.49,,"
"
5474,7005,277093,juust kõva 12 kuud džiugas 40% 0.18kg,SH-11-3-19,3.49,,"
"
5475,7010,803226,aprikoosi ekstra džemm rimi 0.45kg,SH-13-10-54,3.49,,"
"
5476,7008,803229,mustika ekstra džemm rimi 0.45kg,SH-13-10-54,3.49,,"
"
5477,7001,803076,mesi erinevate lillede rimi 0.3kg,SH-13-10-53,3.49,,"
"
5478,7011,939479,makaroni-singisalat 0.5kg,SH-16-6,3.49,,"
"
5479,7006,813650,apelsinimarmelaad i love eco 0.4kg,SH-13-10-54,3.49,,"
"
5480,7000,7270900,org täist kaerahelbep fleur alpine 5.k 0.175kg,SH-5-6-20,3.49,,"
"
5481,6984,782439,lutipudeli otsik nuk silikoonist alates 6k,SH-5-3,3.49,,"
"
5482,6993,930695,eesti õun 2kl kg,SH-12-5-27,3.49,,"
"
5483,7012,941064,kartulipuder võiga 0.5kg,SH-16-1,3.49,,"
"
5484,6983,969007,lihapallid toorjuustuseguga 0.3kg,SH-8-12-30,3.49,,"
"
5485,6980,104056,karripasta punane santa maria 0.11kg,SH-13-11-72,3.49,,"
"
5486,6962,950913,juust gran regale valio 0.18kg,SH-11-3-19,3.49,,"
"
5487,6978,813665,kalkunihakklihasegu rimi 0.5kg,SH-8-2-8,3.49,,"
"
5488,6974,927076,kiivi ready to eat 1kl 4tk,SH-12-5-28,3.49,,"
"
5489,6972,199522,kakao o'boy 0.45kg,SH-13-5,3.49,,"
"
5490,6963,931044,juust  burrata deliziosa 0.1kg,SH-11-3-10,3.49,,"
"
5491,6994,904458,šveitsi šnitsel seavälisf rannarootsi 0.4kg,SH-8-14-20,3.49,4.59,"regular
"
5492,7013,281840,õun kanzi 1kl kg,SH-12-5-27,3.49,,"
"
5493,7050,994974,kaneeli-suhkrukringlid gourmet club 0.2kg,SH-9-5-5,3.49,,"
"
5494,7016,978403,vabapidamisel kanade munad kodutalu 10tk,SH-11-7-29,3.49,,"
"
5495,6961,194913,nisujahu 00 il molino chiavazza 1kg,SH-13-4-21,3.49,,"
"
5496,7056,1008867,närimiskumm arbuusi five suhkruvaba 0.062kg,SH-9-3-5,3.49,,"
"
5497,7055,1010135,šok.kommid straw.margarita liqueur fills 0.15kg,SH-9-6-7,3.49,,"
"
5498,7053,7246931,koeramaius primadog pardiliha-heeringa 0.08kg,SH-7-2-5,3.49,,"
"
5499,7052,7246919,koeramaius primadog kalkuni-hirve 0.08kg,SH-7-2-5,3.49,,"
"
5500,7046,272929,sulatatud suitsujuustu sigar e-piim 0.2kg,SH-11-3-13,3.49,,"
"
5501,7044,7275721,käivitusgaas superhelper 0.2l,SH-15-2-8,3.49,,"
"
5502,7043,796567,tihendi hooldusaine 0.1l,SH-15-2-10,3.49,,"
"
5503,7042,994746,verivorst suitsupeekoniga matsimoka 0.365kg,SH-8-1-20,3.49,,"
"
5504,7034,810896,maisist tehtud bulgur ica 0.3kg,SH-13-4-18,3.49,,"
"
5505,7058,977242,hot dog saiake leibur 0.3kg,SH-6-2-11,3.49,,"
"
5506,7033,979220,veisehakkliha rakvere 0.3kg,SH-8-2-1,3.49,,"
"
5507,7026,934453,kartul 5kg võrgus lily,SH-12-1-1,3.49,,"
"
5508,7024,142268,kpn.kv.vahuvein freixenet carta 0.2l,SH-1-10-20,3.49,,"
"
5509,7023,1351149,puuviljavahuvein sovetskoje sladkoje 0.75l,SH-1-10-25,3.49,,"
"
5510,7022,903246,viini šnitsel seavälisfil rannarootsi 0.4kg,SH-8-14-20,3.49,4.59,"regular
"
5511,7021,270730,pelmeenid saaremaa 0.6kg,SH-4-7-25,3.49,,"
"
5512,7020,7124390,mängukomplekti rajaosa hot wheels,SH-5-5-16,3.49,,"
"
5513,7019,917419,kanasigar juustuga tallegg 0.2kg,SH-8-15,3.49,,"
"
5514,7018,916982,mahe kiivi i love eco 1kl 0.5kg,SH-12-5-28,3.49,,"
"
5515,7017,959609,lihtne kartuli-munasalat 0.5kg,SH-16-6,3.49,,"
"
5516,7014,935989,pihvid rakvere 0.4kg,SH-8-12-30,3.49,,"
"
5517,6960,812537,kookosjahu rimi 0.5kg,SH-13-4-20,3.49,,"
"
5518,6895,921311,peened pannivorstid maitserohel 0.45kg,SH-8-1-31,3.49,,"
"
5519,6958,1001910,šeiker puls 0.6l,SH-13-16,3.49,,"
"
5520,6914,174873,nacho krõpsud santa maria 0.475kg,SH-13-11-65,3.49,4.75,"loyalty
"
5521,6912,1364242,kar.jook fentimans pr.indian tonic water 0.5l,SH-3-11,3.49,,"
"
5522,6904,182310,šokolaadipallid kalev maiuspala 0.14kg,SH-9-3-4,3.49,,"
"
5523,6902,182303,mandel kakaos tiramisu kalev 0.14kg,SH-9-3-4,3.49,,"
"
5524,6901,182292,batoon nutella b-ready 0.132kg,SH-9-9-21,3.49,,"
"
5525,6899,174477,päikesekuivatatud tomatid piacelli 0.28kg,SH-13-10-63,3.49,,"
"
5526,6898,112901,ananassitükid kerges siirupis blik 0.85kg,SH-13-10-60,3.49,,"
"
5527,6897,938313,küpsis kaneeli lõuna pagarid 0.3kg,SH-9-5-5,3.49,,"
"
5528,6896,278822,või laktoosivaba valio 80% 0.2kg,SH-11-9-41,3.49,,"
"
5529,6915,811332,kolme kinoa segu rimi goodlife 0.4kg,SH-13-18-101,3.49,,"
"
5530,6894,278955,kõvajuust 18kuud piquant džiugas tk.40%100g,SH-11-3-19,3.49,,"
"
5531,6892,273199,juust camembert castello 0.125kg,SH-11-3-12,3.49,,"
"
5532,6891,273198,juust brie castello 0.125kg,SH-11-3-12,3.49,,"
"
5533,6890,200581,juust fitaki original 0.5kg,SH-11-3-10,3.49,4.69,"regular
"
5534,6889,1364243,kar.jook fentim.pink grapefr.tonic water 0.5l,SH-3-11,3.49,,"
"
5535,6888,811169,kultuurmustikad külmutatud rimi 0.4kg,SH-4-3-15,3.49,,"
"
5536,6887,949674,näkileib kaneeliga wasa 0.33kg,SH-6-4-10,3.49,,"
"
5537,6886,112900,ananassiviilud kerges siirupis blik 0.85kg,SH-13-10-60,3.49,,"
"
5538,6885,110213,seljanka kodune salvest 0.53kg,SH-13-10-58,3.49,,"
"
5539,6959,294984,verivorst maitselt mahe maks&moorits 0.9kg,SH-8-1-20,3.49,,"
"
5540,6893,275493,guljašš kartulitega rannarootsi 0.4kg,SH-8-6,3.49,,"
"
5541,6916,273629,frikadellid rakvere 0.4kg,SH-4-5-20,3.49,,"
"
5542,6903,182304,metspähkel piimašokolaadis kalev 0.14kg,SH-9-3-4,3.49,,"
"
5543,6923,191136,rohelised oliivid kalamata olymp 0.25kg,SH-13-10-56,3.49,,"
"
5544,6957,924376,creme brulee klassikaline joel ostrat 0.125kg,SH-16-2,3.49,,"
"
5545,6955,1007259,tomati-rosmar.kaste rand&rossi mahe 0.4kg,SH-13-16-20,3.49,,"
"
5546,6952,1007997,taimetee be happy cupper öko 0kg,SH-13-17-98,3.49,,"
"
5547,6951,986837,tailihaviiner matsimoka 0.25kg,SH-8-22,3.49,,"
"
5548,6950,7264946,koerasööt latvijas gala veis part 0.52kg,SH-7-2-4,3.49,,"
"
5549,6919,985192,jäätis küpsisega peace pop b&j 0.08l 0.072kg,SH-4-1-9,3.49,,"
"
5550,6948,7264950,koerasööt latvijas gala veis kalkun 0.52kg,SH-7-2-4,3.49,,"
"
5551,6947,7264952,koerasööt latvijas gala veis küülik 0.52kg,SH-7-2-4,3.49,,"
"
5552,6946,966064,soolalõhe amps 0.1kg,SH-8-16-21,3.49,,"
"
5553,6945,1370995,õlu nephente tanker 5.3% 0.44l purk,SH-1-6,3.49,,"
"
5554,6944,978092,kohvijook frappucino vanilje starbucks 0.25l,SH-3-25,3.49,,"
"
5555,6949,7264951,koerasööt latvijas gala veis kits 0.52kg,SH-7-2-4,3.49,,"
"
5556,6940,992827,traditional salami rakvere 0.15kg,SH-8-13,3.49,,"
"
5557,6938,1007248,küüslaugu kaste röstitud rand&rossi mahe 0.4kg,SH-13-16-20,3.49,,"
"
5558,6937,1007228,arrabbiata kaste rand&rossi mahe 0.4kg,SH-13-16-20,3.49,,"
"
5559,6936,1007227,7 köögivilja kaste rand&rossi mahe 0.4kg,SH-13-16-20,3.49,,"
"
5560,6933,970982,õrrekanade munad kodutalu l10,SH-11-7-29,3.49,,"
"
5561,6932,965113,singi-juustuvõileib 0.31kg,SH-16-9,3.49,,"
"
5562,6931,973928,koorene praekaste bechamel 0.35l,SH-16-1,3.49,,"
"
5563,6926,985193,jäätis karamelli peace pop b&j 0.08l 0.069kg,SH-4-1-9,3.49,,"
"
5564,6925,981742,vanilli-koorejäätis vahtras 0.27kg 0.5l,SH-4-1-8,3.49,,"
"
5565,6941,978091,kohvijook frappucino starbucks 0.25l,SH-3-25,3.49,,"
"
5566,7069,922941,soolapeekon nõo kg,SH-8-14-25,3.5,,"
"
5567,7068,902357,mesi kreemjas sangaste 0.3kg,SH-19-5,3.5,,"
"
5568,7067,298715,juust cheddar kg,SH-11-3-19,3.5,,"
"
5569,7066,921322,maasuitsu karbonaad vp kg,SH-8-11-20,3.5,,"
"
5570,7065,155851,linaseemnejahu aselpajuga mahetark 0.15kg,SH-19-4,3.5,,"
"
5571,7060,965073,aprikoos kg,SH-12-5-25,3.5,,"
"
5572,7063,155953,mesi sangaste 0.3kg,SH-19-5,3.5,,"
"
5573,7062,157402,šokolaadikommid karl fazer kg,SH-9-3,3.5,,"
"
5574,7061,115203,šokolaadikommid karuna migle kg,SH-9-3,3.5,,"
"
5575,7070,287618,astelpajujahu mahetark 0.1kg,SH-19-4,3.5,,"
"
5576,7064,287617,astelpajumarmelaad mahetark 0.18l,SH-19-5,3.5,,"
"
5577,7072,945232,tuunikalasalat,SH-16-6,3.51,,"
"
5578,7073,157413,šokolaadikommid fazer geisha kg,SH-9-3,3.52,,"
"
5579,7074,196963,närimiskumm white strawberry orbit 0.084kg,SH-9-3-5,3.55,,"
"
5580,7075,157999,kardemon jahvatatud santa maria organic 0.017kg,SH-13-12-76,3.55,,"
"
5581,7076,1002396,minisefiir kakaoglasuuriga pergale 0.168kg,SH-9-6-7,3.55,,"
"
5582,7077,902957,viru sink rakvere 0.4kg,SH-8-11-20,3.55,,"
"
5583,7078,164254,dražeed pähklid šokolaadis m&m's 0.2kg,SH-9-3-4,3.55,,"
"
5584,7081,196789,pohlamoos meie mari 0.35kg,SH-13-10-54,3.55,,"
"
5585,7083,939849,astelpaju marmelaad villagu 0.21kg,SH-19-5,3.55,,"
"
5586,7084,164474,dražeed šokolaadi m&m's 0.2kg,SH-9-3-4,3.55,,"
"
5587,7185,171056,seljanka kodune põltsamaa 0.53kg,SH-13-10-58,3.59,,"
"
5588,7186,176834,köögiviljasalat magus-vürtsikas salvest 0.38kg,SH-13-10-64,3.59,,"
"
5589,7187,805231,"maapähklikreem i love eco ilma soola,suh.350g",SH-13-10-62,3.59,,"
"
5590,7188,7062752,täislihaviiner suitsutatud nõo 0.31kg,SH-8-22,3.59,,"
"
5591,7193,217343,jõhvikad pakitud 0.34kg,SH-12-4-22,3.59,,"
"
5592,7191,1003219,riisiäädikas orgaaniline detox 0.5l,SH-13-19-105,3.59,,"
"
5593,7192,1002929,ökoloogiline mangopüree salvest 0.45kg,SH-13-10-59,3.59,,"
"
5594,7184,141915,pohlamoos i love eco 0.4kg,SH-13-10-54,3.59,,"
"
5595,7194,649952,teepakid hipp natal imetavale emale 0.03kg,SH-5-4,3.59,,"
"
5596,7189,917418,kanasigar tallegg 0.2kg,SH-8-15,3.59,,"
"
5597,7183,733836,tass canpol 2 100,SH-5-3,3.59,,"
"
5598,7175,813252,kreekerid krevettidega rimi planet 0.15kg,SH-13-11-65,3.59,,"
"
5599,7181,980127,kanasült fitlap nõo 0.3kg,SH-8-12-41,3.59,,"
"
5600,7180,175668,kaeraküpsised gluteenivabad schär 0.13kg,SH-13-1-3,3.59,,"
"
5601,7200,812175,kikerherned rimi planet 0.5kg,SH-13-7-33,3.59,,"
"
5602,7174,977119,kinoa-kanatops 0.27kg,SH-16-6,3.59,,"
"
5603,7173,976455,maasika-rabarberikook eesti pagar 0.32kg,SH-6-1-2,3.59,,"
"
5604,7172,7207432,kassitoit one steriliseeri kassid lõhe 0kg,SH-7-1-1,3.59,,"
"
5605,7171,7056676,küpsised pedigree koertele biscrok,SH-7-2-5,3.59,,"
"
5606,7168,167077,ingverimoos 0.4kg,SH-13-10-54,3.59,,"
"
5607,7167,1002370,hommikusöök fruity froops oho 0.5kg,SH-13-3-15,3.59,,"
"
5608,7238,923383,juust gouda viilutatud e-piim 0.3kg,SH-11-3-17,3.59,,"
"
5609,7182,813638,segujahu šokolaadi fondant rimi 0.2kg,SH-13-4-18,3.59,,"
"
5610,7201,103306,jalapeno roheline santa maria 0.215kg,SH-13-11-68,3.59,,"
"
5611,7207,812039,mikropopkorn soolane i love eco mahe 0kg,SH-9-8-19,3.59,,"
"
5612,7204,949410,juustupulgad pik-nik kids twiller 40% 0.16kg,SH-11-3-13,3.59,,"
"
5613,7237,220851,kilu prae.tomatik tšilliga riia 0.24kg,SH-8-5-7,3.59,,"
"
5614,7236,940295,sea- ja veisehakkliha 0.5kg,SH-8-2-5,3.59,,"
"
5615,7235,807806,maapähklikreem i love eco krõmpsuv 0.35kg,SH-13-10-62,3.59,,"
"
5616,7234,120232,kaste guljašš salvest 0.53kg,SH-13-10-64,3.59,,"
"
5617,7233,932428,marmorkeeks kuchenmeister 0.4kg,SH-6-1-1,3.59,,"
"
