,id,nimi,kategooria,hind,vana_hind,soodus
6741,1009705,Tume šokolaad kirsi Kalev 200g,SH-9-9-22,3.39,,"
"
6740,1009706,Tume šokolaad tervete mandlitega Kalev 200g,SH-9-9-22,3.39,,"
"
6737,7099203,Piimasegu Aptamil 2 alates 6k 2x200ml,SH-5-6-25,3.39,,"
"
6736,811168,Mustsõstrad Rimi sügavkülmutatud 400g,SH-4-3-15,3.39,,"
"
6735,162579,"Siirup šokolaadi biskviidi Monin 0,25l",SH-3-8-4,3.39,4.99,"loyalty
"
6734,779194,Täispiimašokolaad Kalev Nurr 200g,SH-9-9-20,3.39,,"
"
6733,198412,Tume šokolaad sarapuupähklitega Fazer 200g,SH-9-9-22,3.39,,"
"
6732,169216,Mustikad tumedas šokolaadis Maiasmokk 100g,SH-9-3-4,3.39,,"
"
6730,100694,Piimašokolaad terv.pähklitega Karl Fazer 200g,SH-9-9-20,3.39,,"
"
6729,7103496,Piimasegu Aptamil 1 al.sünnist 2x200ml,SH-5-6-25,3.39,,"
"
6744,1009703,Piimašokolaad Kalev 200g,SH-9-9-20,3.39,,"
"
6728,124387,Hommikusöök nisu meega Oho 500g,SH-13-3-15,3.39,,"
"
6726,809106,Virsikud poolitatud lahjas siirupis Rimi 820g,SH-13-10-60,3.39,,"
"
6725,275830,Pereviiner Rakvere 900g,SH-8-22,3.39,,"
"
6724,168703,Küpsetusõli Olivia 1l,SH-13-19-111,3.39,,"
"
6723,206686,Sini-valge hallitusjuust Bavaria 150g,SH-11-3-12,3.39,,"
"
6722,801372,Piima-kakaojäätis šokolaadisiirupis 500g,SH-4-1-8,3.39,,"
"
6721,811290,Paella Rimi Planet 500g,SH-4-5-20,3.39,,"
"
6719,194213,Taignasegu Tempura praadimiseks AJI 200g,SH-13-11-72,3.39,,"
"
6718,804013,Kaste Tikka Masala Rimi Planet 480g,SH-13-11-69,3.39,,"
"
6717,804837,Suitsutatud meresool Selection by Rimi 100g,SH-13-12-77,3.39,,"
"
6715,802339,Jäätis Panna Cotta Rimi 1l/500g,SH-4-1-8,3.39,,"
"
6787,7221514,Niisked salvrätikud Pampers Sens.80tk,SH-5-1-2,3.39,,"
"
6713,946393,Smuutisegu suvine Nice'n Easy külm. 375g,SH-4-3-15,3.39,,"
"
6727,133274,Hapukapsaborš sealihaga Põltsamaa 530g,SH-13-10-58,3.39,,"
"
6745,7271082,Koeramaius pardilihaga PrimaDog 50g,SH-7-2-5,3.39,,"
"
6714,802342,Jäätis Cappuccino Rimi 1l/500g,SH-4-1-8,3.39,,"
"
6747,993073,Keeduvorst juustuga suitsutatud Saaremaa 500g,SH-8-4,3.39,4.39,"regular
"
6783,270439,Juust Royal Gouda Black Valio 200g,SH-11-3-19,3.39,,"
"
6782,219114,Kook Käharpea ELT 280g,SH-6-1-2,3.39,,"
"
6781,811650,Ananassiviilud siirupis Rimi 825g/490g,SH-13-10-60,3.39,,"
"
6779,812417,Kanamunad Rimi M 15tk,SH-11-7-29,3.39,,"
"
6778,199741,Pralineekommid Cherry Twist Pergale 155g,SH-9-6-7,3.39,,"
"
6777,175487,Sool.maa- ja india pähkl. meega Estrella 140g,SH-9-4-14,3.39,,"
"
6776,812529,Amarandi jahu Rimi 500g,SH-13-4-20,3.39,,"
"
6775,1007306,Kaerahelbepuder Healthy Skin Nesvita 210g,SH-13-2-11,3.39,,"
"
6773,7268690,Mänguasi Mõõk pehme Gerardo's Toys,SH-5-5-17,3.39,,"
"
6772,1007990,Rohelise jalapeno kaste Santa Maria 300g,SH-13-11-68,3.39,,"
"
6770,1008875,Närimiskumm Peppermint Orbit suhkruvaba 67g,SH-9-3-5,3.39,,"
"
6769,993326,Juustuvorst E-vaba Ehe Rannarootsi 350g,SH-8-4,3.39,,"
"
6768,1010181,Piimašokolaad õhitud riisi & maasikatega 111g,SH-9-9-20,3.39,,"
"
6767,1010182,"Piimašokolaad banaantäid., tof., maasik. 143g",SH-9-9-20,3.39,,"
"
6766,1010191,"Piimašokolaad piimat.,toffee, metsp-tük. 145g",SH-9-9-20,3.39,,"
"
6746,1009707,Valge šokolaad mustika&riisiga Kalev 200g,SH-9-9-23,3.39,,"
"
6765,1010551,Tšillimajonees Santa Maria 280ml,SH-13-11-68,3.39,,"
"
6763,1006218,Piimašokolaadipallid Lindt Lindor Pillar 75g,SH-9-9-20,3.39,,"
"
6762,1010148,Mustikased pallid valges šokolaad. Kalev 120g,SH-9-3-1,3.39,,"
"
6759,7267294,Mänguasi võlukepp Gerardo's Toy's,SH-5-5-6,3.39,,"
"
6758,7268669,Mänguasi Võlukepp krooniga Gerardo's Toys,SH-5-5-6,3.39,,"
"
6753,986531,Sulatatud lõikejuust E-Piim 330g,SH-11-3-15,3.39,,"
"
6752,986532,Sulatatud lõikejuust riisik. E-Piim 330g,SH-11-3-15,3.39,,"
"
6751,813702,Pelmeenid sea- ja veiseliha Rimi 400g,SH-4-7-26,3.39,,"
"
6750,154835,Tee puuvilja kibuvits&hibisk  Ahmad 20x2g,SH-13-17,3.39,,"
"
6749,814057,Mahe maisihelbed I Love Eco 500g,SH-13-3-15,3.39,,"
"
6748,1008509,Küpsised originaal Domino vegan 350g,SH-9-5-5,3.39,,"
"
6784,811649,Ananassitükid siirupis Rimi 825g/490g,SH-13-10-60,3.39,,"
"
6873,1003678,Kaeraküpsised krõbedad Marmiton kg,SH-9-5-5,3.4,,"
"
6872,185412,Vahvlitorud täidisega Pralinee kg,SH-9-10,3.4,,"
"
6876,973934,Seakõrvasnäkid Nõo kg,SH-8-11-20,3.44,,"
"
6877,966612,Toorjuust Jalopeno Philadelphia 175g,SH-11-3-15,3.45,,"
"
6878,812718,Vaarikad ja mustikad Rimi külmut.400g,SH-4-3-15,3.45,4.59,"loyalty
"
6880,970126,Mahe rukkilinnasejahu Loona Talu 1kg,SH-19-4,3.45,,"
"
6881,926352,Täidetud munad 220g,SH-16-11,3.45,,"
"
6882,174571,Tomatiketšup Felix 500g,SH-13-6-32,3.45,,"
"
6883,121238,Majonees kerge Felix 880g,SH-11-6-27,3.45,,"
"
7002,1002821,Puuviljatee Skinni Vanilli Cupper öko 40g,SH-13-17-96,3.49,,"
"
7003,1005974,Piimašok. vahvli&sidruni Pergale Holiday 220g,SH-9-3-1,3.49,,"
"
7004,1005975,Tume šok. vaarika&meega Pergale Holiday 220g,SH-9-3-1,3.49,,"
"
7005,277093,Juust kõva 12 kuud Džiugas 40% 180g,SH-11-3-19,3.49,,"
"
7010,803226,Aprikoosi ekstra džemm Rimi 450g,SH-13-10-54,3.49,,"
"
7008,803229,Mustika ekstra džemm Rimi 450g,SH-13-10-54,3.49,,"
"
7001,803076,Mesi erinevate lillede Rimi 300g,SH-13-10-53,3.49,,"
"
7011,939479,Makaroni-singisalat 500g,SH-16-6,3.49,,"
"
7006,813650,Apelsinimarmelaad I Love Eco 400g,SH-13-10-54,3.49,,"
"
7000,7270900,Org täist. kaerahelbep. FLEUR ALPINE 5.k 175g,SH-5-6-20,3.49,,"
"
6984,782439,Lutipudeli otsik Nuk silikoonist alates 6k,SH-5-3,3.49,,"
"
6993,930695,"Eesti õun 2kl, kg",SH-12-5-27,3.49,,"
"
7012,941064,Kartulipuder võiga 500g,SH-16-1,3.49,,"
"
6983,969007,Lihapallid toorjuustuseguga 300g,SH-8-12-30,3.49,,"
"
6980,104056,Karripasta punane Santa Maria 110g,SH-13-11-72,3.49,,"
"
6962,950913,Juust Gran Regale Valio 180g,SH-11-3-19,3.49,,"
"
6978,813665,Kalkunihakklihasegu Rimi 500g,SH-8-2-8,3.49,,"
"
6974,927076,Kiivi Ready to Eat 1kl 4tk,SH-12-5-28,3.49,,"
"
6972,199522,Kakao O'Boy 450g,SH-13-5,3.49,,"
"
6963,931044,Juust  Burrata Deliziosa 100g,SH-11-3-10,3.49,,"
"
6994,904458,Šveitsi šnitsel seavälisf. Rannarootsi 400g,SH-8-14-20,3.49,4.59,"regular
"
7013,281840,"Õun Kanzi 1kl, kg",SH-12-5-27,3.49,,"
"
7050,994974,Kaneeli-suhkrukringlid Gourmet Club 200g,SH-9-5-5,3.49,,"
"
7016,978403,Vabapidamisel kanade munad Kodutalu 10tk,SH-11-7-29,3.49,,"
"
6961,194913,Nisujahu 00 Il Molino Chiavazza 1kg,SH-13-4-21,3.49,,"
"
7056,1008867,Närimiskumm arbuusi Five suhkruvaba 62g,SH-9-3-5,3.49,,"
"
7055,1010135,Šok.kommid Straw.Margarita Liqueur Fills 150g,SH-9-6-7,3.49,,"
"
7053,7246931,Koeramaius PrimaDog pardiliha-heeringa 80g,SH-7-2-5,3.49,,"
"
7052,7246919,Koeramaius PrimaDog kalkuni-hirve 80g,SH-7-2-5,3.49,,"
"
7046,272929,Sulatatud suitsujuustu sigar E-Piim 200g,SH-11-3-13,3.49,,"
"
7044,7275721,Käivitusgaas Superhelper 200ml,SH-15-2-8,3.49,,"
"
7043,796567,Tihendi hooldusaine 100ml,SH-15-2-10,3.49,,"
"
7042,994746,Verivorst suitsupeekoniga Matsimoka 365g,SH-8-1-20,3.49,,"
"
7034,810896,Maisist tehtud bulgur ICA 300g,SH-13-4-18,3.49,,"
"
7058,977242,Hot Dog saiake Leibur 300g,SH-6-2-11,3.49,,"
"
7033,979220,Veisehakkliha Rakvere 300g,SH-8-2-1,3.49,,"
"
7026,934453,Kartul 5kg võrgus Lily,SH-12-1-1,3.49,,"
"
7024,142268,"Kpn.kv.vahuvein Freixenet Carta 0,2l",SH-1-10-20,3.49,,"
"
7023,1351149,"Puuviljavahuvein Sovetskoje Sladkoje 0,75l",SH-1-10-25,3.49,,"
"
7022,903246,Viini šnitsel seavälisfil. Rannarootsi 400g,SH-8-14-20,3.49,4.59,"regular
"
7021,270730,Pelmeenid Saaremaa 600g,SH-4-7-25,3.49,,"
"
7020,7124390,Mängukomplekti rajaosa Hot Wheels,SH-5-5-16,3.49,,"
"
7019,917419,Kanasigar juustuga Tallegg 200g,SH-8-15,3.49,,"
"
7018,916982,Mahe kiivi I Love Eco 1kl 500g,SH-12-5-28,3.49,,"
"
7017,959609,Lihtne kartuli-munasalat 500g,SH-16-6,3.49,,"
"
7014,935989,Pihvid Rakvere 400g,SH-8-12-30,3.49,,"
"
6960,812537,Kookosjahu Rimi 500g,SH-13-4-20,3.49,,"
"
6895,921311,Peened pannivorstid maitserohel. 450g,SH-8-1-31,3.49,,"
"
6958,1001910,Šeiker Puls 600ml,SH-13-16,3.49,,"
"
6914,174873,Nacho krõpsud Santa Maria 475g,SH-13-11-65,3.49,4.75,"loyalty
"
6912,1364242,"Kar.jook Fentimans Pr.Indian Tonic Water 0,5l",SH-3-11,3.49,,"
"
6904,182310,Šokolaadipallid Kalev Maiuspala 140g,SH-9-3-4,3.49,,"
"
6902,182303,Mandel kakaos tiramisu Kalev 140g,SH-9-3-4,3.49,,"
"
6901,182292,Batoon Nutella B-ready 132g,SH-9-9-21,3.49,,"
"
6899,174477,Päikesekuivatatud tomatid Piacelli 280 g,SH-13-10-63,3.49,,"
"
6898,112901,Ananassitükid kerges siirupis Blik 850g,SH-13-10-60,3.49,,"
"
6897,938313,Küpsis Kaneeli Lõuna Pagarid 300g,SH-9-5-5,3.49,,"
"
6896,278822,Või laktoosivaba Valio 80% 200g,SH-11-9-41,3.49,,"
"
6915,811332,Kolme kinoa segu Rimi GoodLife 400g,SH-13-18-101,3.49,,"
"
6894,278955,Kõvajuust 18kuud Piquant Džiugas tk.40%100g,SH-11-3-19,3.49,,"
"
6892,273199,Juust Camembert Castello 125g,SH-11-3-12,3.49,,"
"
6891,273198,Juust Brie Castello 125g,SH-11-3-12,3.49,,"
"
6890,200581,Juust Fitaki Original 500g,SH-11-3-10,3.49,4.69,"regular
"
6889,1364243,"Kar.jook Fentim.Pink Grapefr.Tonic Water 0,5l",SH-3-11,3.49,,"
"
6888,811169,Kultuurmustikad külmutatud Rimi 400g,SH-4-3-15,3.49,,"
"
6887,949674,Näkileib kaneeliga Wasa 330g,SH-6-4-10,3.49,,"
"
6886,112900,Ananassiviilud kerges siirupis Blik 850g,SH-13-10-60,3.49,,"
"
6885,110213,Seljanka kodune Salvest 530g,SH-13-10-58,3.49,,"
"
6959,294984,Verivorst Maitselt Mahe Maks&Moorits 900g,SH-8-1-20,3.49,,"
"
6893,275493,Guljašš kartulitega Rannarootsi 400g,SH-8-6,3.49,,"
"
6916,273629,Frikadellid Rakvere 400g,SH-4-5-20,3.49,,"
"
6903,182304,Metspähkel piimašokolaadis Kalev 140g,SH-9-3-4,3.49,,"
"
6923,191136,Rohelised oliivid Kalamata Olymp 250g,SH-13-10-56,3.49,,"
"
6957,924376,Creme brulee klassikaline Joel Ostrat 125g,SH-16-2,3.49,,"
"
6955,1007259,Tomati-rosmar.kaste Rand&Rossi mahe 400g,SH-13-16-20,3.49,,"
"
6952,1007997,Taimetee Be Happy Cupper Öko 20x2g,SH-13-17-98,3.49,,"
"
6951,986837,Tailihaviiner Matsimoka 250g,SH-8-22,3.49,,"
"
6950,7264946,Koerasööt Latvijas Gala veis/part 520g,SH-7-2-4,3.49,,"
"
6919,985192,Jäätis küpsisega Peace Pop B&J 80ml/72g,SH-4-1-9,3.49,,"
"
6948,7264950,Koerasööt Latvijas Gala veis/kalkun 520g,SH-7-2-4,3.49,,"
"
6947,7264952,Koerasööt Latvijas Gala veis/küülik 520g,SH-7-2-4,3.49,,"
"
6946,966064,Soolalõhe amps 100g,SH-8-16-21,3.49,,"
"
6945,1370995,"Õlu Nephente Tanker 5,3%vol 0,44l purk",SH-1-6,3.49,,"
"
6944,978092,Kohvijook Frappucino vanilje Starbucks 250ml,SH-3-25,3.49,,"
"
6949,7264951,Koerasööt Latvijas Gala veis/kits 520g,SH-7-2-4,3.49,,"
"
6940,992827,Traditional salami Rakvere 150g,SH-8-13,3.49,,"
"
6938,1007248,Küüslaugu kaste röstitud Rand&Rossi mahe 400g,SH-13-16-20,3.49,,"
"
6937,1007228,Arrabbiata kaste Rand&Rossi mahe 400g,SH-13-16-20,3.49,,"
"
6936,1007227,7 köögivilja kaste Rand&Rossi mahe 400g,SH-13-16-20,3.49,,"
"
6933,970982,Õrrekanade munad Kodutalu L10,SH-11-7-29,3.49,,"
"
6932,965113,Singi-juustuvõileib 310g,SH-16-9,3.49,,"
"
6931,973928,Koorene praekaste Bechamel 350ml,SH-16-1,3.49,,"
"
6926,985193,Jäätis karamelli Peace Pop B&J 80ml/69g,SH-4-1-9,3.49,,"
"
6925,981742,"Vanilli-koorejäätis vahtras. 270g/0,5l",SH-4-1-8,3.49,,"
"
6941,978091,Kohvijook Frappucino Starbucks 250ml,SH-3-25,3.49,,"
"
7069,922941,Soolapeekon Nõo kg,SH-8-14-25,3.5,,"
"
7068,902357,Mesi kreemjas Sangaste 300g,SH-19-5,3.5,,"
"
7067,298715,Juust Cheddar kg,SH-11-3-19,3.5,,"
"
7066,921322,Maasuitsu karbonaad vp kg,SH-8-11-20,3.5,,"
"
7065,155851,Linaseemnejahu aselpajuga Mahetark 150g,SH-19-4,3.5,,"
"
7060,965073,"Aprikoos, kg",SH-12-5-25,3.5,,"
"
7063,155953,Mesi Sangaste 300g,SH-19-5,3.5,,"
"
7062,157402,Šokolaadikommid Karl Fazer kg,SH-9-3,3.5,,"
"
7061,115203,Šokolaadikommid Karuna Migle kg,SH-9-3,3.5,,"
"
7070,287618,Astelpajujahu Mahetark 100g,SH-19-4,3.5,,"
"
7064,287617,Astelpajumarmelaad Mahetark 180ml,SH-19-5,3.5,,"
"
7072,945232,Tuunikalasalat,SH-16-6,3.51,,"
"
7073,157413,Šokolaadikommid Fazer Geisha kg,SH-9-3,3.52,,"
"
7074,196963,Närimiskumm White Strawberry Orbit 84g,SH-9-3-5,3.55,,"
"
7075,157999,Kardemon jahvatatud Santa Maria organic 17g,SH-13-12-76,3.55,,"
"
7076,1002396,Minisefiir kakaoglasuuriga Pergale 168g,SH-9-6-7,3.55,,"
"
7077,902957,Viru sink Rakvere 400g,SH-8-11-20,3.55,,"
"
7078,164254,Dražeed pähklid šokolaadis M&M's 200g,SH-9-3-4,3.55,,"
"
7081,196789,Pohlamoos Meie Mari 350g,SH-13-10-54,3.55,,"
"
7083,939849,Astelpaju marmelaad Villagu 210g,SH-19-5,3.55,,"
"
7084,164474,Dražeed šokolaadi M&M's 200g,SH-9-3-4,3.55,,"
"
7185,171056,Seljanka Kodune Põltsamaa 530g,SH-13-10-58,3.59,,"
"
7186,176834,Köögiviljasalat magus-vürtsikas Salvest 380g,SH-13-10-64,3.59,,"
"
7187,805231,"Maapähklikreem I Love Eco ilma soola,suh.350g",SH-13-10-62,3.59,,"
"
7188,7062752,Täislihaviiner suitsutatud Nõo 310g,SH-8-22,3.59,,"
"
7193,217343,Jõhvikad pakitud 340g,SH-12-4-22,3.59,,"
"
7191,1003219,Riisiäädikas orgaaniline Detox 500ml,SH-13-19-105,3.59,,"
"
7192,1002929,Ökoloogiline mangopüree Salvest 450g,SH-13-10-59,3.59,,"
"
7184,141915,Pohlamoos I Love Eco 400g,SH-13-10-54,3.59,,"
"
7194,649952,Teepakid Hipp Natal imetavale emale 30g,SH-5-4,3.59,,"
"
7189,917418,Kanasigar Tallegg 200g,SH-8-15,3.59,,"
"
7183,733836,Tass Canpol 2/100,SH-5-3,3.59,,"
"
7175,813252,Kreekerid krevettidega Rimi Planet 150g,SH-13-11-65,3.59,,"
"
7181,980127,Kanasült Fitlap Nõo 300g,SH-8-12-41,3.59,,"
"
7180,175668,Kaeraküpsised gluteenivabad Schär 130g,SH-13-1-3,3.59,,"
"
7200,812175,Kikerherned Rimi Planet 500g,SH-13-7-33,3.59,,"
"
7174,977119,Kinoa-kanatops 270g,SH-16-6,3.59,,"
"
7173,976455,Maasika-rabarberikook Eesti Pagar 320g,SH-6-1-2,3.59,,"
"
7172,7207432,Kassitoit One Steriliseeri. kassid lõhe 4x85g,SH-7-1-1,3.59,,"
"
7171,7056676,Küpsised Pedigree koertele biscrok,SH-7-2-5,3.59,,"
"
7168,167077,Ingverimoos 400g,SH-13-10-54,3.59,,"
"
7167,1002370,Hommikusöök fruity froops Oho 500g,SH-13-3-15,3.59,,"
"
7238,923383,Juust Gouda viilutatud E-Piim 300g,SH-11-3-17,3.59,,"
"
7182,813638,Segujahu šokolaadi fondant Rimi 200g,SH-13-4-18,3.59,,"
"
7201,103306,Jalapeno roheline Santa Maria 215g,SH-13-11-68,3.59,,"
"
7207,812039,Mikropopkorn soolane I Love Eco mahe 3x90g,SH-9-8-19,3.59,,"
"
7204,949410,Juustupulgad Pik-Nik Kids Twiller 40% 160g,SH-11-3-13,3.59,,"
"
7237,220851,Kilu prae.tomatik. tšilliga Riia 240g,SH-8-5-7,3.59,,"
"
7236,940295,Sea- ja veisehakkliha 500g,SH-8-2-5,3.59,,"
"
7235,807806,Maapähklikreem I Love Eco krõmpsuv 350g,SH-13-10-62,3.59,,"
"
7234,120232,Kaste Guljašš Salvest 530g,SH-13-10-64,3.59,,"
"
7233,932428,Marmorkeeks Kuchenmeister 400g,SH-6-1-1,3.59,,"
"
7232,914042,Koduküla hautatud kalkuniliha 250g,SH-8-6,3.59,,"
"
7231,914027,Koduküla hautatud lambaliha 250g,SH-8-6,3.59,,"
"
7230,810069,Pealinna kook Rimi 350g,SH-6-1-2,3.59,,"
"
7229,274323,Juustuvorst Rakvere 600g,SH-8-4,3.59,,"
"
7227,220840,Sprotid õlis suured Brīvais Vilnis 240g,SH-8-5-7,3.59,,"
"
7226,924357,Salatijuust kitsepiimast Olympus 150g,SH-11-3-14,3.59,,"
"
7225,924349,Salatijuust lambapiimast Olympus 150g,SH-11-3-14,3.59,,"
"
7224,291524,Lavendel potis tk,SH-12-3,3.59,,"
"
7223,809931,Lihatoodete valik TrioEspaniol Selection,SH-8-23,3.59,,"
"
7221,969154,Jäätis kreembrülee Super Viva 450ml/260g,SH-4-1-8,3.59,,"
"
7220,1002199,Köögiviljasalat magushapu Põltsamaa 550g,SH-13-10-55,3.59,,"
"
7219,812878,Chia seemned Rimi 150g,SH-9-4-12,3.59,,"
"
7218,922134,Mandariin mahe Clementines 1kl 750g,SH-12-5-29,3.59,,"
"
7217,968956,Ahjušnitšel broilerilihast Kentucky Nõo 400g,SH-8-9-20,3.59,4.69,"regular
"
7215,7207433,Kassisööt One Adult kanaga 4x85g,SH-7-1-1,3.59,,"
"
7208,810827,Seesamiõli ICA Asia 150ml,SH-13-11-69,3.59,,"
"
7165,947068,Mahe lillkapsas 400g I love Eco,SH-12-2-8,3.59,,"
"
7206,100119,Taco taskud Santa Maria 135g,SH-13-11-65,3.59,,"
"
7203,917860,Juust Eesti viilutatud E-Piim 300g,SH-11-3-17,3.59,,"
"
7164,1005143,Kanasupp Fitlap Põltsamaa 530g,SH-13-10-58,3.59,,"
"
7166,974552,Jäätis maasika-stracciatella 450ml/265g,SH-4-1-8,3.59,,"
"
7160,947731,Tallegg kanasuitsuliha kuubikud 300g,SH-8-11-20,3.59,,"
"
7111,901356,Vutimunad Järveotsa 18tk,SH-19-1,3.59,,"
"
7110,1009113,Multi puuvilja jook Pfanner Vitamin Reload 2l,SH-3-8-2,3.59,,"
"
7109,7275248,Küpsis Fleur Alpine õunamahla 6k 120g,SH-5-6-24,3.59,,"
"
7108,7275247,Kaeraküpsis Fleur Alpine 9k 120g,SH-5-6-24,3.59,,"
"
7106,7270902,Org maisipuder FLEUR ALPINE al. 4.kuust 175g,SH-5-6-20,3.59,,"
"
7105,7270903,Org täist.riisipud FLEUR ALPINE 4.kuust 175g,SH-5-6-20,3.59,,"
"
7104,986715,Maasika smuuti Selection by Rimi 500ml,SH-12-8-35,3.59,,"
"
7100,1356680,"Muu alk.jook Bellissimo Long Drink 5,5% 1,5l",SH-1-3,3.59,,"
"
7099,813372,Kanamunad Rimi BIO LM 10tk,SH-11-7-29,3.59,,"
"
7098,107117,Kaste magus tšilli 280ml,SH-13-11-72,3.59,,"
"
7112,994861,Lasteviiner E-vaba Matsimoka 250g,SH-8-22,3.59,,"
"
7097,206841,Juust Eesti Light viilutatud Estover 200g,SH-11-3-17,3.59,,"
"
7094,174852,Tortiljakrõpsud tšilli Santa Maria 475g,SH-13-11-65,3.59,4.85,"loyalty
"
7093,110732,Tšillikaste magus Thai Choice 700ml,SH-13-11-72,3.59,4.49,"loyalty
"
7092,114057,Mitme puuvilja nektar Pfanner 2l,SH-3-8-1,3.59,,"
"
7090,801146,Kohv lahustuv granuleeritud Rimi 100g,SH-13-9-47,3.59,,"
"
7089,125573,"Siirup punasesõstra-maasikamaitseline 1,5l",SH-3-8-4,3.59,,"
"
7088,801656,Lahustuv kohv kofeiinivaba Rimi 100g,SH-13-9-47,3.59,,"
"
7087,115127,Punase apelsini jook Pfanner 40% 2L,SH-3-8-2,3.59,,"
"
7086,117246,"Siirup vaarikamaitseline 1,5l",SH-3-8-4,3.59,,"
"
7085,176268,Makaronid Fusilli Pasta Reggia 1kg,SH-13-14-20,3.59,,"
"
7162,503921,Kassiliiv Happy 5 kg,SH-7-3-7,3.59,,"
"
7096,205642,Sea abaliha kondita Rakvere kg,SH-8-14-25,3.59,,"
"
7114,993282,Lepasuitsu kanakintsuliha Rannamõisa 200g,SH-8-4,3.59,,"
"
7107,1009114,Multi puuvilja jook Pfanner Morning Boost 2l,SH-3-8-2,3.59,,"
"
7116,1372178,"Õlu Pühaste Beans & Biscuits 9%vol 0,33l purk",SH-1-6,3.59,,"
"
7159,993780,Vinnutatud veiseliha Viande Sechee HR 40g,SH-8-23,3.59,,"
"
7158,812202,"Täisterakaerahelbed Rimi 1,5kg",SH-13-2-9,3.59,,"
"
7157,807214,Päevalilleseemnehalvaa Rimi 500g,SH-9-6-10,3.59,,"
"
7156,285463,Pelmeenid Pealinna 700g,SH-4-7-25,3.59,,"
"
7155,939505,Vanaema kodused pelmeenid 400g,SH-4-7-25,3.59,,"
"
7115,1010606,Vahvli- ja pannkoogi jahusegu Semper 250g,SH-13-4-18,3.59,,"
"
7141,105088,Kookosjook Santa Maria 400ml,SH-13-11-67,3.59,,"
"
7137,1358239,"Karboniseeritud karastusjook Frozen 0,75l",SH-3-7,3.59,,"
"
7136,288649,Karbiliha külmutatud 300/500 200g,SH-4-2-12,3.59,,"
"
7135,295017,Täislihaviiner Nõo 310g,SH-8-22,3.59,,"
"
7133,801819,Kalafileepulgad Rimi sügavkülm.250g MSC,SH-4-2-11,3.59,,"
"
7132,102995,Tordipõhi hele Dance cake 400g,SH-6-1-3,3.59,,"
"
7142,925227,Kauaküpsetatud rebitud sealiha 240g,SH-8-1-30,3.59,,"
"
7130,7275232,Küpsis Fleur Alpine viinamarja 6k 120g,SH-5-6-24,3.59,,"
"
7129,813596,Šokolaadikommid sarapuupähklitega Rimi 150g,SH-9-6-7,3.59,,"
"
7128,993769,Vinnutatud sink Noix de Jambon viil. HR 50g,SH-8-23,3.59,,"
"
7127,985398,Pelmeenid odrajahuga lihaga Fitlap 400g,SH-4-7-25,3.59,,"
"
7126,986349,Röstsibula küpsis Reval 200g ,SH-9-5-6,3.59,,"
"
7117,1369154,"Kar.jook Fentimans Connoisseurs Tonic W 0,5l",SH-3-7,3.59,,"
"
7124,813703,Pelmeenid mini Rimi 400g,SH-4-7-26,3.59,,"
"
7122,1007998,"Tee must English Breakfast Cupper Öko 20x2,5g",SH-13-17-95,3.59,,"
"
7121,972267,Juust Eesti viilutatud 350g,SH-11-3-17,3.59,,"
"
7118,986448,"Tomat Romantica Rimi 1kl, 300g",SH-12-2-14,3.59,,"
"
7131,291529,Rosmariin potis tk,SH-12-3,3.59,,"
"
7242,166216,Pralineekommid Kalev Teekonna kg,SH-9-3,3.6,,"
"
7241,813869,Küpsised maapähklijahuga Rimi kg,SH-9-5-5,3.6,,"
"
7240,274280,Kodusink Rakvere vp kg,SH-8-11-20,3.6,,"
"
7239,807427,Tudengieine Rimi kg,SH-9-4-13,3.6,,"
"
7263,906130,Mahe marmelaad must sõstar Minna 150g,SH-19-6-1,3.65,,"
"
7262,155823,Mahe marmelaad puuvilja Minna 150g,SH-19-6-1,3.65,,"
"
7261,906129,Mahe marmelaad mustikas Minna 150g,SH-19-6-1,3.65,,"
"
7260,966582,Mahe tooršokolaad ayurveda Roosiku 77g,SH-19-6-1,3.65,,"
"
7259,906139,Mahe marmelaad vikerkaar Minna 150g,SH-19-6-1,3.65,,"
"
7258,932689,Mahe piparmündišokolaad Roosiku 77g,SH-19-6-1,3.65,,"
"
7257,932702,Mahe mustikašokolaad Roosiku 77g,SH-19-6-1,3.65,,"
"
7255,906115,Mahe marmelaad astelpaju Minna 150g,SH-19-6-1,3.65,,"
"
7256,937782,Mahe ekstra tume šokolaad 77% Roosiku 77g,SH-19-6-1,3.65,,"
"
7254,906127,Mahe marmelaad metsamarja Minna 150g,SH-19-6-1,3.65,,"
"
7250,906138,Mahe marmelaad vaarikas Minna 150g,SH-19-6-1,3.65,,"
"
7252,950695,Mahe vaarikatooršokolaad Roosiku 77g,SH-19-6-1,3.65,,"
"
7251,966574,Mahe tooršokolaad premium Roosiku 77g,SH-19-6-1,3.65,,"
"
7249,906122,Mahe marmelaad kodumarja Minna 150g,SH-19-6-1,3.65,,"
"
7248,805569,Röstit. Pistaatsia pähklid sool Rimi 150g,SH-9-4-10,3.65,,"
"
7246,811272,Takotaskud Rimi Planet 135g,SH-13-11-65,3.65,,"
"
7245,100235,Mulgikapsad Salvest 900g,SH-13-10-64,3.65,,"
"
7244,138395,Praekapsas Põltsamaa 820g,SH-13-10-64,3.65,,"
"
7243,174375,Praekapsas porgandiga Põltsamaa 820g,SH-13-10-64,3.65,,"
"
7253,906126,Mahe marmelaad maasikas Minna 150g,SH-19-6-1,3.65,,"
"
7264,974914,Juust Maasdam kg,SH-11-3-19,3.67,,"
"
