,id,nimi,kategooria,hind,vana_hind,soodus
6440,937586,Ökotee piparmündi-vaarika Elujõud 20g,SH-19-7,3.19,,"
"
6475,813710,Küpsetussegu – tume leib Rimi FreeFrom 500g,SH-13-4-18,3.19,,"
"
6473,187433,Kanaborš värkse kapsaga Põltsamaa 530g,SH-13-10-58,3.19,,"
"
6442,937581,Ökotee pipramündi Elujõud 20g,SH-19-7,3.19,,"
"
6443,937580,Ökotee Salenemise Elujõud 20g,SH-19-7,3.19,,"
"
6445,937566,Ökotee Energia Elujõud 30g,SH-19-7,3.19,,"
"
6454,937565,Ökotee Seedimise Elujõud 20g,SH-19-7,3.19,,"
"
6389,149466,Maisitärklis Gustin 200g,SH-13-4-20,3.19,,"
"
6457,813709,Küpsetussegu–mitmevilja leib Rimi 500g,SH-13-4-18,3.19,,"
"
6463,192767,Martsipan maasika m. šokolaadis Skriveru 150g,SH-9-6-10,3.19,,"
"
6474,151828,Päikesekuivatatud tomatid õlis Citres 168g,SH-13-10-63,3.19,,"
"
6464,192756,Martsipan tumedas šokolaadis Skriveru 150g,SH-9-6-10,3.19,,"
"
6466,904670,Mahe astelpaju marjarullid Kaasiku 40g,SH-19-6-1,3.19,,"
"
6467,107802,Küpsised Kringlid Hamlet 300g,SH-9-5-5,3.19,,"
"
6468,957832,Pihvid juustuga Rakvere 400g,SH-8-12-30,3.19,,"
"
6469,941953,Vinnut. veiselihaampsud ter. maits. 50g,SH-8-15,3.19,,"
"
6470,928131,Forellisupp Mamma 300g,SH-16-7,3.19,,"
"
6471,915570,Poolsuitsuvorst Rakvere 350g,SH-8-13,3.19,,"
"
6472,809881,Ravioolid ricotta ja spinatiga 250g,SH-16-4,3.19,,"
"
6465,124228,Kaerakäkk Kodune 400g,SH-9-5-5,3.19,,"
"
6387,988394,Panini mozzarella 208g,SH-16-9,3.19,,"
"
6379,993671,Suur võileib singi-köögivilja Mantinga 290g,SH-16-9,3.19,,"
"
6385,271596,Hakkliha kodune Rakvere 400g,SH-8-2-5,3.19,,"
"
6316,127409,Krõpsud juustu-sibula Pringles 165g,SH-9-8-15,3.19,,"
"
6317,127408,Kartulikrõpsud juustu Pringles 165g,SH-9-8-15,3.19,,"
"
6318,200731,Toorjuust Light Philadelphia 200g,SH-11-3-15,3.19,,"
"
6319,806901,Mahe mandel I Love Eco 100g,SH-9-4-10,3.19,,"
"
6320,101020,Piimašokolaad Karl Fazer 200g,SH-9-9-20,3.19,,"
"
6321,1362168,"Perry Somersby Pear 4,5% 1l PET",SH-1-8,3.19,,"
"
6322,221852,Eestimaine broilerikoib kg Tallegg,SH-8-9-25,3.19,,"
"
6323,103503,Roheline tee Ahmad 100g,SH-13-17-97,3.19,4.59,"loyalty
"
6324,127407,Krõpsud koore-sibula Pringles 165g,SH-9-8-15,3.19,,"
"
6325,137399,Suhkur valge DanSukker ökoloogiline 1kg,SH-13-13-85,3.19,,"
"
6326,106493,Pastakaste Napoletana Barilla 400g,SH-13-16-20,3.19,,"
"
6327,804095,Kaste magushapu Rimi Planet 500g,SH-13-11-69,3.19,,"
"
6328,810481,Makaronid kinoaga Penne Selection 500g,SH-13-14-20,3.19,,"
"
6329,165615,Šokolaadikommid rummi Kalev Tänan Sind 120g,SH-9-6-7,3.19,,"
"
6330,106498,Pastakaste Basilico Barilla 400g,SH-13-16-20,3.19,,"
"
6315,806897,Mahe Kreeka Pähkel I Love Eco 100g,SH-9-4-10,3.19,,"
"
6314,192786,Kartulikrõpsud sibulamaitselised Lay's 215g,SH-9-8-15,3.19,,"
"
6313,192788,Kartulikrõpsud hapukoore maits. Lay's 215g,SH-9-8-15,3.19,,"
"
6312,192793,Kartulikrõpsud juustumaitselised Lay's 215g,SH-9-8-15,3.19,,"
"
6296,916151,"Hiidmunad XL10, valged",SH-11-7-29,3.19,,"
"
6297,808687,Mango sügavkülmutatud Rimi 400G,SH-4-3-15,3.19,,"
"
6298,812239,Kräsupea kook Rimi 320g,SH-6-1-2,3.19,,"
"
6299,803731,Juust Feta mahe I Love Eco 150g,SH-11-3-10,3.19,,"
"
6300,803730,Juust Halloumi ICA 200g,SH-11-3-11,3.19,,"
"
6301,280411,Prantsuse kohupiimakook Eesti Pagar 320g,SH-6-1-2,3.19,,"
"
6302,274856,Kanasnäkid Chick Snack 80g,SH-8-15,3.19,,"
"
6386,7269056,Niisked salvrätikud Huggies Natural 48tk,SH-5-1-2,3.19,,"
"
6303,904870,Krakov Lihakas 300g,SH-8-13,3.19,,"
"
6305,104711,Pilaff Salvest 530g,SH-13-10-64,3.19,,"
"
6306,956181,Piimik šokolaadiga Eesti Pagar 400g,SH-6-2-10,3.19,,"
"
6307,112540,Roheline tee Gunpowder Ahmad 100g,SH-13-17-97,3.19,4.59,"loyalty
"
6308,811296,Mango-karrivokk Rimi Planet 500g,SH-4-5-20,3.19,,"
"
6309,808326,Viinerid Hot dog Rimi 500g,SH-8-22,3.19,,"
"
6310,810922,Roheline karripasta ICA 144g,SH-13-11-72,3.19,,"
"
6311,810921,Punane karripasta ICA 114g,SH-13-11-72,3.19,,"
"
6304,903629,Doktorivorst Lihakas Rakvere 360g,SH-8-4,3.19,,"
"
6332,162232,Šokolaadikommid Fazer Geisha Dark 150g,SH-9-6-7,3.19,,"
"
6331,100761,Šokolaadikommid Fazer Geisha 150g,SH-9-6-7,3.19,,"
"
6334,809876,Õunaäädikas 6% Rimi 400ml,SH-13-19-109,3.19,,"
"
6362,1003774,Marmelaad veriapelsini Agrisicilia 240g,SH-13-10-54,3.19,,"
"
6363,1003776,Marmelaad mandariini Agrisicilia 240g,SH-13-10-54,3.19,,"
"
6365,965108,Caesari võileib kanaga 300g,SH-16-9,3.19,,"
"
6368,194914,Nisujahu 00 Pitsa Il Molino Chiavazza 1kg,SH-13-4-21,3.19,,"
"
6369,813951,Pannkoogid sealihaga 360g Rimi,SH-16-3,3.19,,"
"
6370,994339,Õuna-pohlakook Eesti Pagar 200g,SH-6-1-2,3.19,,"
"
6374,993560,Kanatiivad suitsutatud Nõo 300g,SH-8-11-20,3.19,,"
"
6375,812953,Girasoli Selection by Rimi lõhega 250g,SH-16-4,3.19,,"
"
6376,993337,Lastevorst E-vaba Ehe Rannarootsi 350g,SH-8-4,3.19,,"
"
6377,993950,Või Alma 82% 200g,SH-11-9-41,3.19,,"
"
6378,1002206,Adžikasalat suvikõrvitsa. Põltsamaa 550g,SH-13-10-64,3.19,,"
"
6381,1008374,Kartulikrõpsud jogurti-ja ürtide Lay's 200g,SH-9-8-15,3.19,,"
"
6382,190940,Krõpsud paprika maitselised Pringels 165g,SH-9-8-15,3.19,,"
"
6383,7271044,Piimadessert küpsist. Plasmon (al 6k) 2x120g,SH-5-6-17,3.19,,"
"
6384,7271042,Püree pirni-teravilja Plasmon (al 6k) 2x120g,SH-5-6-17,3.19,,"
"
6361,1003568,Maisihelbed mee/maapäh. krõb.Nestle 350g,SH-13-3-15,3.19,,"
"
6333,106461,Kakao Fazer 200g,SH-13-5,3.19,,"
"
6356,813751,Majonees Sriracha ICA Asia 250ml,SH-13-11-72,3.19,,"
"
6353,983705,Ahjuköögiviljad 350g,SH-16-1,3.19,,"
"
6335,805895,Palsamiäädikakreem Modena Rimi 250ml,SH-13-19-105,3.19,,"
"
6336,804909,Pasta Spaghetti ICA gluteenivabad 500g,SH-13-14-21,3.19,,"
"
6337,804897,Pasta Fusilli ICA gluteenivabad 500g,SH-13-14-21,3.19,,"
"
6338,804891,Pasta Casarecce ICA gluteenivaba 500g,SH-13-14-21,3.19,,"
"
6339,192448,Küpsised teravilja Belvita Soft Bakes 250g,SH-9-5-5,3.19,,"
"
6340,192435,Küpsised marja Belvita Soft Bakes 250g,SH-9-5-5,3.19,,"
"
6354,7262993,"Vein Chapel Hill Merlot 0,187l",SH-1-11-3,3.19,,"
"
6342,160875,Kannujook jõhvika Põltsamaa 1l,SH-3-8-4,3.19,,"
"
6341,171160,Kannujook kirsi-aroonia Põltsamaa 1l,SH-3-8-4,3.19,,"
"
6344,102745,Tordipulber Juubeli Vilma 450g,SH-13-4-18,3.19,,"
"
6345,1362065,"Õlu Siidisuka 6,3%vol 0,33l",SH-1-6,3.19,,"
"
6346,127406,Krõpsud Pringles Originaal 165g,SH-9-8-15,3.19,,"
"
6347,7262994,"Vein Chapell Hill Pinot Grigio 0,187l",SH-1-11-6,3.19,,"
"
6348,197831,Stevia magusaine Huxol 15g,SH-13-13-85,3.19,,"
"
6351,986139,Sibularõngad Aviko külmutatud 450g,SH-4-5-20,3.19,,"
"
6352,1001912,Täisteraleib Balviten gluteenivaba 250g,SH-13-1-3,3.19,,"
"
6343,160874,Kannujook mustas.-õuna-vaarika Põltsamaa 1l,SH-3-8-4,3.19,,"
"
6505,910014,Mahe põdrakanepi tee kibuvitsaga Estvita 50g,SH-19-7,3.2,,"
"
6507,276977,Seakaelakarbonaad kg,SH-8-14-25,3.2,,"
"
6504,909969,Mahe põdrakanepi tee mustikaga Estvita 50g,SH-19-7,3.2,,"
"
6506,106764,Martsipanimass Mandli Kalev kg,SH-13-13-82,3.2,,"
"
6502,179333,Mahe põdrak tee originaal Estvita 50g,SH-19-7,3.2,,"
"
6501,179319,Mahe põdrak tee astelpajuga Estvita 50g,SH-19-7,3.2,,"
"
6503,906141,Mahe põdrakanepitee lehed Estvita 35g,SH-19-7,3.2,,"
"
6500,1006191,Martsipan šokol. soolakaramelliga Skriveru kg,SH-9-3-1,3.2,,"
"
6508,913867,Vannamei viburhännak keedet sul. (60-80),SH-8-20-20,3.22,,"
"
6509,976910,Broilerikintsud BBQ marinaadis,SH-8-30-1,3.23,,"
"
6510,155986,Öko speltajahu (püül) Jahu-Jaan 750g,SH-19-4,3.24,,"
"
6524,174376,Mulgipuder suitsupeekoniga Põltsamaa 530g,SH-13-10-64,3.25,,"
"
6522,181644,Jahvatatud must pipar Santa Maria 45g,SH-13-12-75,3.25,,"
"
6521,901037,Kitsepiima kreemjuust 150g,SH-11-3-14,3.25,,"
"
6520,134237,Rassolnik sealihaga Põltsamaa 530g,SH-13-10-58,3.25,,"
"
6523,141613,Piparkoogid Marmiton 300g,SH-9-3-1,3.25,,"
"
6517,803537,Maisihelbed mee ja maapähk.krõbedad Rimi 300g,SH-13-3-15,3.25,,"
"
6516,808707,Nisutortiljad Rimi Planet 370g,SH-13-11-65,3.25,,"
"
6513,103680,Suhkur moosisuhkur Dan Sukker 1kg,SH-13-13-85,3.25,,"
"
6512,154273,Äädikas sushi Japanese Choice 200ml,SH-13-11-66,3.25,,"
"
6518,194524,Kookoslaastud röstitud kohviga 40g,SH-9-4-11,3.25,,"
"
6525,1010525,Kommid Pergale Holiday 2kg,SH-9-3-1,3.27,,"
"
6526,163432,Vaniljesuflee kakaoglasuuris kg,SH-9-3,3.28,,"
"
6527,7148622,Pakitud õun Halika Õunatalu kg.,SH-12-5-27,3.28,,"
"
6624,1372223,"Õlu Veinimäe tume 9%vol 0,33l",SH-1-6,3.29,,"
"
6626,936280,Hirve täissuitsuvorst 240g,SH-8-13,3.29,,"
"
6629,808939,Kukeseened marineeritud Rimi 280g/120g,SH-13-10-61,3.29,,"
"
6631,968686,Kodune kotletisegu 500g,SH-8-2-5,3.29,,"
"
6637,813708,Küpsetussegu - šokolaadimuffinid Rimi 500g,SH-13-4-18,3.29,,"
"
6635,994753,Minutipihv soola ja musta pipraga Ehe 250g,SH-8-14-20,3.29,,"
"
6636,1004871,Šok.assort. tumeda šok. Classic Pergale 114g,SH-9-6-7,3.29,,"
"
6638,1360617,"Muu alk.jook Sinebrychoff LD Grapefruit 1,5l",SH-1-3,3.29,,"
"
6615,812524,Kuivatatud kirsid Rimi 150g,SH-9-4-11,3.29,,"
"
6632,198493,Piimašokolaad Kinder 200g,SH-9-9-21,3.29,,"
"
6614,812428,"Päevalilleseemned Rimi soolaga, röstitud 300g",SH-9-4-12,3.29,,"
"
6597,186238,Hommikusöök Sharkies Gullon 250g,SH-13-1-3,3.29,,"
"
6612,912833,Krakov Valla 450g,SH-8-13,3.29,,"
"
6611,810969,Öko kalamata oliivid I Love Eco 370g/215g,SH-13-10-56,3.29,,"
"
6609,901246,Delikatesshakkliha M&M 300g,SH-8-2-5,3.29,,"
"
6608,212276,Heeringafilee tradits. Viči 400g,SH-8-16-20,3.29,,"
"
6605,120157,Kuivatatud õunad  Arimex 200g,SH-9-4-11,3.29,,"
"
6604,936238,"77,7% Juustuvorst 350g",SH-8-4,3.29,,"
"
6603,174466,Artišokid õlis marineeritud Piacelli 280g,SH-13-10-55,3.29,,"
"
6602,962167,Rabarberikook Eesti Pagar 230g,SH-6-1-2,3.29,,"
"
6639,141861,Šokolaadi-pähklikreem Nutella 230g,SH-13-10-62,3.29,,"
"
6596,183922,Piimašokolaad piparkoogitükk. Karl Fazer 200g,SH-9-3-1,3.29,,"
"
6594,1370587,"Muu alk.jook Sinebryc. Passion 5,5% 1,5l PET",SH-1-3,3.29,,"
"
6613,1364695,Apel. ja passionimahl D-vit. Hohes C Plus 1l,SH-3-8-1,3.29,,"
"
6641,177891,Chunky salsa Santa Maria 230g,SH-13-11-68,3.29,,"
"
6657,809637,Pitsa Capricciosa Rimi 370g,SH-4-5-19,3.29,,"
"
6643,1365987,"Karbon. karastusjook Rimi Party maasika 0,75l",SH-3-7,3.29,,"
"
6688,803448,Pipar ja sidrun Selection by Rimi 35g,SH-13-12-75,3.29,,"
"
6679,803453,Segu maitsetaim.&pipra Selection By Rimi 20g,SH-13-12-76,3.29,,"
"
6676,258382,Koorejäätis vanilli Regatt 1l/480g,SH-4-1-8,3.29,,"
"
6675,981545,Broileri pooltiivad pun. marin. M&M 600g,SH-8-9-20,3.29,,"
"
6674,979711,Peekonilõigud Rakvere 380g,SH-8-14-25,3.29,,"
"
6673,1005649,Šok.kommid karamelli ja meresoola Geisha 150g,SH-9-6-7,3.29,,"
"
6671,168206,Küpsised apels. gluteenivabad Schär 150g,SH-13-1-3,3.29,,"
"
6670,1363441,Apelsininektar Don Simon Premium 1l pudel,SH-3-8-3,3.29,,"
"
6669,1363195,Puuviljakokteil Don Simon Premium 1l pudel,SH-3-8-2,3.29,,"
"
6668,978561,Põdralihast täissuitsuvorst Eesti Uluk 180g,SH-8-13,3.29,,"
"
6667,902373,Taruvaik Sangaste 20g,SH-19-5,3.29,,"
"
6666,173496,Šokolaad mandlite&jõhvikatega Karl Fazer 200g,SH-9-3-1,3.29,,"
"
6661,7002226,Närimispulk Pedigree Dentastix 7 tk,SH-7-2-5,3.29,,"
"
6659,811621,Heeringafilee õlis Rimi 400g,SH-8-16-20,3.29,,"
"
6658,165663,Kreekerid täistera Crich 250g,SH-9-5-6,3.29,,"
"
6593,196798,Maasikamoos Meie Mari 350g,SH-13-10-54,3.29,,"
"
6656,809650,Pitsa kebabi Rimi 380g,SH-4-5-19,3.29,,"
"
6655,911255,Õuna-mango puuviljamiks 4x100g,SH-12-8-34,3.29,,"
"
6654,1007448,Suhkrufiguurid dekoreerimiseks Dr. Oetker 11g,SH-13-13-82,3.29,,"
"
6647,1360606,Avokaadomahl ja püree Kadarbiku 250ml,SH-12-8-36,3.29,,"
"
6646,187050,Piimašokolaad Karl Fazer Domino 195g,SH-9-9-20,3.29,,"
"
6645,192728,Piimašokolaad Dumle Karl Fazer 200g,SH-9-9-20,3.29,,"
"
6644,103086,Piimašokolaad pähkli&rosina Karl Fazer 200g,SH-9-9-20,3.29,,"
"
6642,155593,Kaste mango-tšilli Felix 285g,SH-13-6-29,3.29,,"
"
6592,1006741,Kõrvitsapüreesupp Põltsamaa TOPZ! 380g,SH-13-10-58,3.29,,"
"
6640,159576,Marineeritud šampinjonid Bonduelle 540g,SH-13-10-61,3.29,,"
"
6588,994335,Sealiharibad kukeseentega Maks&Moorits 500g,SH-8-14-20,3.29,4.89,"regular
"
6551,100252,Pudruriis Veski Mati 1kg,SH-13-15-90,3.29,,"
"
6549,173223,Õunamahl värskelt pressitud Rynkeby 1l,SH-3-8-1,3.29,,"
"
6548,103127,Pikateraline riis Bosto 8x125g,SH-13-15-91,3.29,,"
"
6547,174403,Oliivid kivideta Kalamata Gaea 150g,SH-13-10-56,3.29,,"
"
6546,174402,Oliivide segu marineeritud kivideta Gaea 150g,SH-13-10-56,3.29,,"
"
6545,133276,Värskekapsaborš veiselihaga Põltsamaa 530g,SH-13-10-58,3.29,,"
"
6544,111649,Šampinjonid marin. trad. Bonduelle 540g/290g,SH-13-10-61,3.29,,"
"
6543,107187,Ühepajatoit sealihaga Salvest 530g,SH-13-10-64,3.29,,"
"
6542,928898,Kohupiim Aasa 300g,SH-11-4-21,3.29,,"
"
6541,809979,Maitseainesegu BBQ Selection by Rimi 45g,SH-13-12-73,3.29,,"
"
6540,920190,Suitsutatud juustupärlid TopFood 100g,SH-11-3-13,3.29,,"
"
6552,134045,Tume šokolaad 47% Karl Fazer 200g,SH-9-9-22,3.29,,"
"
6539,810070,Jõhvikarull Rimi 300g,SH-6-1-2,3.29,,"
"
6537,160569,Kondenspiim Nostalgia magustatud ŽM 397g,SH-11-8-33,3.29,,"
"
6536,121444,Juustupulgad Pik-Nik 160g,SH-11-3-13,3.29,,"
"
6535,801151,Lasagne Bolognese Rimi 400g,SH-4-5-20,3.29,,"
"
6534,810117,Veiselihast burgeripihvid Americano 220g,SH-8-2-6,3.29,,"
"
6533,1360100,"Karbonis. karastusjook Rimi Party 0,75l",SH-3-7,3.29,,"
"
6532,810218,Taipärane maitseainesegu Selection 50g,SH-13-12-73,3.29,,"
"
6531,810216,Must sool Selection by Rimi 100g,SH-13-12-77,3.29,,"
"
6530,810165,Itaaliapärane maitseainesegu Selection 50g,SH-13-12-73,3.29,,"
"
6529,810162,Hispaaniapärane maitseaine. Selection 45g,SH-13-12-73,3.29,,"
"
6528,103499,Must tee English tea No.1 Ahmad 100g,SH-13-17-95,3.29,4.75,"loyalty
"
6590,993258,Kanapoolt. aurut. mango-tšilli Saaremaa 360g,SH-8-11-20,3.29,4.69,"regular
"
6538,810061,Meekook Rimi 350g,SH-6-1-2,3.29,,"
"
6553,801280,Makaronid Tagliatelle Rimi Planet 500g,SH-13-14-20,3.29,,"
"
6550,173233,Apelsinimahl värskelt pressitud Rynkeby 1l,SH-3-8-1,3.29,,"
"
6554,177468,Piimašokolaad sool. karamelli Karl Fazer 200g,SH-9-9-20,3.29,,"
"
6587,1010524,Kommid Pergale Holyday 180g,SH-9-3,3.29,,"
"
6586,1010696,Šokolaadikommid Sorini Tiffany 180g,SH-9-3-1,3.29,,"
"
6582,7274353,Plastiliinikomplekt Genio kids 4 värvi,SH-5-5-6,3.29,,"
"
6578,1006740,Tomatipüreesupp Põltsamaa TOPZ! 380g,SH-13-10-58,3.29,,"
"
6577,814059,Ökoloogiline roosuhkur I Love Eco 750g,SH-13-13-85,3.29,,"
"
6576,812815,Karamellivahvlid Rimi 252g,SH-9-10,3.29,,"
"
6575,809846,Must pipar Selection by Rimi 45g,SH-13-12-75,3.29,,"
"
6574,812816,Soolakaramellivahvlid Rimi 252g,SH-9-10,3.29,,"
"
6573,153882,Assor. patisson-tomat-kurk marin. Green 900ml,SH-13-10-55,3.29,,"
"
6571,811850,Lavaširullid kuumsuitsulõhega 210g,SH-16-9,3.29,,"
"
6570,159081,Kakaomääre sarapuupähkliga Valsoia 200g,SH-13-10-62,3.29,,"
"
6569,1003866,Maasikamoos Gina 400g,SH-13-10-54,3.29,,"
"
6572,811840,"Lavaširullid praetud kanaga,215g",SH-16-9,3.29,,"
"
6567,1003875,Mustsõstramoos Gina 400g,SH-13-10-54,3.29,,"
"
6555,118047,Tee must Assam Ahmad 100g,SH-13-17-95,3.29,4.75,"loyalty
"
6568,1003874,Jõhvikamoos Gina 400g,SH-13-10-54,3.29,,"
"
6557,809935,Viie pipra segu koriandrig.Selection.40g,SH-13-12-75,3.29,,"
"
6558,1365925,"Muu alk. jook Sinebrychoff LD Cranberry 1,5l",SH-1-3,3.29,,"
"
6559,296051,Toorsuitsuvorst Rakvere 280g,SH-8-13,3.29,,"
"
6556,100508,Praekapsas Salvest 900g,SH-13-10-64,3.29,,"
"
6562,904959,Toorjuust laktoosivaba Philadelphia 150g,SH-11-3-15,3.29,,"
"
6563,1007405,Piimašok. karamellis. popkorn.Karl Fazer 200g,SH-9-9-20,3.29,,"
"
6565,1368188,Puuviljamahl tsingiga Hohes  C Plus 1l,SH-3-8-1,3.29,,"
"
6560,1008064,Segujahu banaanileib City Taste 400g,SH-13-4-18,3.29,,"
"
6698,187461,Ketšup hot chilli Heinz 460g/400ml,SH-13-6-32,3.3,,"
"
6699,813001,"Broilerikintsud Rimi, kg",SH-8-9-25,3.32,,"
"
6712,100006,Taco kaste mahe Santa Maria 230g,SH-13-11-68,3.35,,"
"
6707,128009,Hartšoo Põltsamaa 530g,SH-13-10-58,3.35,,"
"
6711,1006055,Küpsiserullid martsipanikattega Gille 180g,SH-9-3-1,3.35,,"
"
6710,804589,"Koerasööt linnuliha NutriBalance 1,24kg",SH-7-2-4,3.35,,"
"
6709,804590,"Koerasööt veisel. NutriBalance 1,24kg",SH-7-2-4,3.35,,"
"
6706,163817,Küpsetusšokolaad tume 70% Kalev 200g,SH-13-13-82,3.35,,"
"
6708,172250,Närimiskumm Spearmint Orbit suhkruvaba 84g,SH-9-3-5,3.35,,"
"
6704,1002210,Hernesupp rikkalik TOPZ! Põltsamaa 380g,SH-13-10-58,3.35,,"
"
6703,163818,Küpsetusšokolaad valge Kalev 200g,SH-13-13-82,3.35,,"
"
6702,163819,Küpsetusšokolaad piima Kalev 200g,SH-13-13-82,3.35,,"
"
6701,172254,Närimiskumm Sweetmint Orbit suhkruvaba 84g,SH-9-3-5,3.35,,"
"
6700,981886,Mahe kaerahelbed Koksvere 800g,SH-19-4,3.35,,"
"
6705,100008,Kaste terav taco Santa Maria 230g,SH-13-11-68,3.35,,"
"
6815,7150573,Püree Kabrita ban.-õun-kitsep. 8+k 100g,SH-5-6-23,3.39,,"
"
6816,7150572,Püree Kabrita metsm.-õun-kitsep.6+k 100g,SH-5-6-23,3.39,,"
"
6817,7260736,Puu-ja terav.püree kitsep. Kabrita 6.k 100g,SH-5-6-23,3.39,,"
"
6818,7260743,Puu-ja terav.püree kitsepiim Kabrita 9k 100g,SH-5-6-23,3.39,,"
"
6819,1006762,Takokorvikesed mini tubs Santa Maria 86g,SH-13-11-65,3.39,,"
"
6821,981631,Triibuliha soola-pipraga Ehe Rannarootsi 250g,SH-8-14-20,3.39,,"
"
6814,7150555,Püree Kabrita õuna-mango-kitsep.6+k 100g,SH-5-6-23,3.39,,"
"
6822,1004653,Kikerherne pasta penne It's us 200g,SH-13-14-21,3.39,,"
"
6823,155946,Mahe metsamesi Loodusvägi 150g,SH-19-5,3.39,,"
"
6824,967601,Marineeritud punane sibul Berrymush 500g,SH-19-5,3.39,,"
"
6825,929158,Kooritud  kanepiseemned Tarmere 100g,SH-19-4,3.39,,"
"
6820,177631,Majakaste salatile Hesburger 375ml,SH-13-6-29,3.39,,"
"
6813,1364453,"Õunasiider Bellissimo 5,5%vol 0,75l",SH-1-8,3.39,,"
"
6810,1006216,Šok.pallid Lindt Lindor Pillar assortii 75g,SH-9-9-20,3.39,,"
"
6811,1372227,"Õlu Rabarada 6,5%vol 0,375l pudel",SH-1-6,3.39,,"
"
6809,1009951,Šok.kommid Vana Tallinn lik.täidis Kalev 122g,SH-9-6-7,3.39,,"
"
6807,183841,Piparkoogipallid piimašokolaadis Kalev 150g,SH-9-3-1,3.39,,"
"
6804,1367581,"Perry Bellissimo 5,5% 0,75l",SH-1-8,3.39,,"
"
6803,964578,Grillburger 200g,SH-16-9,3.39,,"
"
6801,973054,Salaami Milano Beretta 100g,SH-8-23,3.39,,"
"
6799,1002934,Mesi kreemjas Sireli 250g,SH-13-10-53,3.39,,"
"
6797,152994,Kanapuljong Natur Compagnie öko 88g,SH-13-8-43,3.39,,"
"
6796,7259202,Koerte mänguasi Akinu kont kummist 14cm,SH-7-3-8,3.39,,"
"
6795,1007303,Kaerahelbepuder Digestion Nesvita 210g,SH-13-2-11,3.39,,"
"
6794,1007298,Kaerahelbepuder Immunity Nesvita 210g,SH-13-2-11,3.39,,"
"
6793,7114813,Lutt Nuk First Choice+ N2 lateksist 6-18k,SH-5-3,3.39,,"
"
6812,160640,Mangopüree Bonne 100% 500g,SH-13-10-59,3.39,,"
"
6826,902374,Õietolm Sangaste 100g,SH-19-5,3.39,,"
"
6829,940051,Kinoa kanalihasalat 250g,SH-16-6,3.39,,"
"
6828,196790,Vaarikamoos Meie Mari 350g,SH-13-10-54,3.39,,"
"
6790,929268,Lihaveise täissuitsuv. Rannarootsi 240g,SH-8-13,3.39,,"
"
6871,1005807,Kartulikrõpsud sibula&hapukoor. Estrella 300g,SH-9-8-15,3.39,,"
"
6870,940577,Kreembrülee Rians 2x100g,SH-11-2-2,3.39,,"
"
6868,1005797,Kartulikrõpsud grill-liha mait. Estrella 300g,SH-9-8-15,3.39,,"
"
6867,195743,Proteiinisheik šokolaadi Barebells 330ml,SH-13-16,3.39,,"
"
6866,1005527,Vahukommid suhkruvabad Sweet Switch 70g,SH-13-1-1,3.39,,"
"
6865,195732,Proteiinisheik maasika Barebells 330ml,SH-13-16,3.39,,"
"
6864,1361060,"Õlu Wychwood Brewery Hobgoblin 0,5l",SH-1-6,3.39,,"
"
6863,994973,Mooni-suhkrukringlid Gourmet Club 200g,SH-9-5-5,3.39,,"
"
6862,7245953,Maius Pedigree Ranchos koertele veis 70g,SH-7-2-5,3.39,,"
"
6861,153452,Vahvlid kakaotäidisega gluteeniv. Schär 125g,SH-13-1-3,3.39,,"
"
6860,1004922,T-šok. ampsud kirsi-tšilli ja küp. Kalev 150g,SH-9-6-8,3.39,,"
"
6859,1372240,"Õlu Ketser Tanker 7%vol 0,375l pudel",SH-1-6,3.39,,"
"
6858,7245960,Maius Pedigree Ranchos koertele kana 70g,SH-7-2-5,3.39,,"
"
6857,188806,Mangokonserv St Mamet 425g,SH-13-10-60,3.39,,"
"
6856,994338,Küpsisetaigen juustuga Pagarini 400g,SH-6-1-8,3.39,,"
"
6855,994328,Küpsisetaigen karamel.tükkidega Pagarini 400g,SH-6-1-8,3.39,,"
"
6854,1368579,"Õlu Pihtla Viikingi Karje 10,5%vol 0,33l purk",SH-1-6,3.39,,"
"
6853,1371276,"Toonik Fever Tree Ginger Ale 0,5l pudel",SH-3-11,3.39,,"
"
6850,1365595,"Toonik Fever Tree Aromatic TonicWat. 0,5l pdl",SH-3-11,3.39,,"
"
6846,7032647,"Gt.vein Tarapaca Sauvignon Blanc 0,1875l",SH-1-11-6,3.39,,"
"
6845,7032646,"Gt.vein Tarapaca Cab.Sauv. 0,1875l",SH-1-11-3,3.39,,"
"
6843,924304,"Apelsinimahl Selection by Rimi 0,5l",SH-12-8-36,3.39,,"
"
6842,919750,Kodune hakkliha M&M 500g,SH-8-2-5,3.39,3.49,"regular
"
6838,1002548,Kummikommid Jõulud Haribo 250g,SH-9-3-1,3.39,,"
"
6837,802979,Kassiliiv Purrrfect Moler mittepaakuv 5l,SH-7-3-7,3.39,,"
"
6830,805774,Seljanka Rimi 480g,SH-13-10-58,3.39,,"
"
6827,805563,Pähklite segu Rimi 150g,SH-9-4-13,3.39,,"
"
6789,901962,Sinihallitusjuust Bavaria Würzige 175g,SH-11-3-12,3.39,,"
"
6731,168582,Roosa sool 400g,SH-13-12-77,3.39,,"
"
6786,7221516,Niisked salvrätikud Pampers Fresh 80tk,SH-5-1-2,3.39,,"
"
6743,1009702,Piimašokolaad purus.metspähklitega Kalev 200g,SH-9-9-20,3.39,,"
"
6742,1009704,Piimašokolaad terv.metspähklitega Kalev 200g,SH-9-9-20,3.39,,"
"
